id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
301649,AGAF,small_airport,Afutara Aerodrome,-9.191389,160.948611,23,OC,SB,SB-ML,Bila,no,AGAF,AFT,AGAF,,,https://en.wikipedia.org/wiki/Afutara_Airport,
302290,AGAR,small_airport,Ulawa Airport,-9.860543583,161.9795465,40,OC,SB,SB-MK,Arona,no,AGAR,RNA,AGAR,,,https://en.wikipedia.org/wiki/Ulawa_Airport,
35172,AGAT,small_airport,Uru Harbour Airport,-8.87333,161.011002,,OC,SB,SB-ML,Atoifi,no,AGAT,ATD,AGAT,,,https://en.wikipedia.org/wiki/Uru_Harbour_Airport,
30634,AGGA,small_airport,Gwaunaru'u Airport,-8.70257,160.682007,5,OC,SB,SB-ML,Auki,yes,AGGA,AKS,AGGA,,,https://en.wikipedia.org/wiki/Auki_Airport,
302047,AGGB,small_airport,Bellona/Anua Airport,-11.30222222,159.7983333,60,OC,SB,SB-RB,Anua,yes,AGGB,BNY,AGGB,,,https://en.wikipedia.org/wiki/Bellona/Anua_Airport,
302291,AGGC,small_airport,Choiseul Bay Airport,-6.711944,156.396111,,OC,SB,SB-CH,Choiseul Bay,yes,AGGC,CHY,AGGC,,,https://en.wikipedia.org/wiki/Choiseul_Bay_Airport,
30678,AGGE,small_airport,Ballalae Airport,-6.990745,155.886656,5,OC,SB,SB-WE,Ballalae,yes,AGGE,BAS,AGGE,,,https://en.wikipedia.org/wiki/Balalae_Airport,
35167,AGGF,small_airport,Fera/Maringe Airport,-8.1075,159.576996,,OC,SB,SB-IS,Fera Island,yes,AGGF,FRE,AGGF,,,https://en.wikipedia.org/wiki/Fera_Airport,Santa Isabel Islands
3,AGGH,large_airport,Honiara International Airport,-9.428,160.054993,28,OC,SB,SB-GU,Honiara,yes,AGGH,HIR,AGGH,,,https://en.wikipedia.org/wiki/Honiara_International_Airport,Henderson Field
31885,AGGI,small_airport,Babanakira Airport,-9.7475,159.839005,,OC,SB,SB-GU,Mbambanakira,no,AGGI,MBU,AGGI,,,https://en.wikipedia.org/wiki/Mbambanakira_Airport,Mbambanakira Airport
31686,AGGK,small_airport,Ngorangora Airport,-10.44970036,161.897995,54,OC,SB,SB-MK,Kirakira,yes,AGGK,IRA,AGGK,,,https://en.wikipedia.org/wiki/Kirakira_Airport,
32275,AGGL,small_airport,Santa Cruz/Graciosa Bay/Luova Airport,-10.7203,165.794998,18,OC,SB,SB-TE,Santa Cruz/Graciosa Bay/Luova,yes,AGGL,SCZ,AGGL,,,https://en.wikipedia.org/wiki/Luova_Airport,
4,AGGM,medium_airport,Munda Airport,-8.32797,157.263,10,OC,SB,SB-WE,Munda,yes,AGGM,MUA,AGGM,,,https://en.wikipedia.org/wiki/Munda_Airport,
31563,AGGN,small_airport,Nusatupe Airport,-8.097780228,156.8639984,13,OC,SB,SB-WE,Gizo,yes,AGGN,GZO,AGGN,,,https://en.wikipedia.org/wiki/Nusatupe_Airport,
31932,AGGO,small_airport,Mono Airport,-7.416940212,155.5650024,,OC,SB,SB-WE,Stirling Island,yes,AGGO,MNY,AGGO,,,https://en.wikipedia.org/wiki/Mono_Airport,
35171,AGGR,small_airport,Rennell/Tingoa Airport,-11.55,160.062778,,OC,SB,SB-RB,Rennell Island,yes,AGGR,RNL,AGGR,,,https://en.wikipedia.org/wiki/Tingoa_Airport,
30989,AGGS,small_airport,Sege Airport,-8.57889,157.876007,,OC,SB,SB-WE,Sege,no,AGGS,EGM,AGGS,,,https://en.wikipedia.org/wiki/Seghe_Airport,
308425,AGGT,small_airport,Santa Ana Airport,-10.847994,162.454108,3,OC,SB,SB-MK,Santa Ana Island,yes,AGGT,NNB,AGGT,,,https://en.wikipedia.org/wiki/Santa_Ana_Airport_(Solomon_Islands),
32238,AGGU,small_airport,Marau Airport,-9.86166954,160.8249969,,OC,SB,SB-GU,Marau,yes,AGGU,RUS,AGGU,,,https://en.wikipedia.org/wiki/Marau_Airport,
32564,AGGV,small_airport,Suavanao Airport,-7.58556,158.731003,,OC,SB,SB-IS,Suavanao,yes,AGGV,VAO,AGGV,,,https://en.wikipedia.org/wiki/Suavanao_Airport,
302292,AGGY,small_airport,Yandina Airport,-9.092816,159.21841,60,OC,SB,SB-CE,Yandina,yes,AGGY,XYA,AGGY,,,https://en.wikipedia.org/wiki/Yandina_Airport,
35169,AGKG,small_airport,Kaghau Airport,-7.3305,157.585,30,OC,SB,SB-CH,Kagau Island,yes,AGKG,KGE,AGKG,,,https://en.wikipedia.org/wiki/Kaghau_Airport,Kagau Island
524977,AGLM,small_airport,Lomlom Airport,-10.296828,166.327322,55,OC,SB,SB-TE,Lomlom,no,AGLM,LLM,AGLM,,,https://en.wikipedia.org/wiki/Lomlom_Airport,Ngawa Island
35168,AGOK,small_airport,Gatokae Aerodrome,-8.738358,158.202836,70,OC,SB,SB-WE,Gatokae,yes,AGOK,GTA,AGOK,,,https://en.wikipedia.org/wiki/Gatokae_Aerodrome,
35170,AGRM,small_airport,Ramata Airport,-8.168060303,157.6430054,,OC,SB,SB-WE,Ramata,yes,AGRM,RBV,AGRM,,,https://en.wikipedia.org/wiki/Ramata_Airport,
8,ANYN,medium_airport,Nauru International Airport,-0.547458,166.919006,22,OC,NR,NR-14,Yaren District,yes,ANYN,INU,ANYN,,,https://en.wikipedia.org/wiki/Nauru_International_Airport,
301665,AYAF,small_airport,Afore Airstrip,-9.13867,148.390701,2500,OC,PG,PG-NPP,Afore,no,AYAF,AFR,AYAF,AFE,,https://en.wikipedia.org/wiki/Afore_Airstrip,
301668,AYAG,small_airport,Agaun Airport,-9.927715,149.389951,3200,OC,PG,PG-MBA,Agaun,no,AYAG,AUP,AYAG,AUN,,https://en.wikipedia.org/wiki/Agaun_Airport,
301672,AYAI,small_airport,Aitape Airport,-3.143611,142.346806,10,OC,PG,PG-SAN,Aitape,no,AYAI,ATP,AYAI,APE,,https://en.wikipedia.org/wiki/Aitape_Airport,
301654,AYAK,small_airport,Aiambak Airport,-7.342777778,141.2675,90,OC,PG,PG-WPD,Aiambak,no,AYAK,AIH,AYAK,AMB,,https://en.wikipedia.org/wiki/Aiambak_Airport,
301695,AYAN,small_airport,Andakombe Airport,-7.137222222,145.7447222,3600,OC,PG,PG-EHG,Andekombe,no,AYAN,ADC,AYAN,ADK,,https://en.wikipedia.org/wiki/Andakombe_Airport,
46170,AYAO,small_airport,Aiome Airport,-5.145699978,144.7307003,350,OC,PG,PG-MPM,Aiome,no,AYAO,AIE,AYAO,AIO,,https://en.wikipedia.org/wiki/Aiome_Airport,
42763,AYAW,small_airport,Awaba Airport,-8.013414,142.752099,32,OC,PG,PG-WPD,Awaba,no,AYAW,AWB,AYAW,AWB,,https://en.wikipedia.org/wiki/Awaba_Airport,
299319,AYAX,small_airport,Aseki Airport,-7.350805,146.193994,4106,OC,PG,PG-MPL,Aseki,no,AYAX,AEK,AYAX,ASE,,https://en.wikipedia.org/wiki/Aseki_Airport,
301673,AYAY,small_airport,Aiyura Airport,-6.338055556,145.9041667,5355,OC,PG,PG-EHG,Aiyura Valley,no,AYAY,AYU,AYAY,AYU,,https://en.wikipedia.org/wiki/Aiyura_Airport,"Ukarumpa, Onmuna"
35179,AYBA,medium_airport,Baimuru Airport,-7.496860027,144.8199005,27,OC,PG,PG-GPK,Baimuru,yes,AYBA,VMU,AYBA,BMU,,https://en.wikipedia.org/wiki/Baimuru_Airport,
301802,AYBH,small_airport,Bensbach Airport,-8.858055556,141.2594444,30,OC,PG,PG-WPD,Bensbach,no,AYBH,BSP,AYBH,BEN,,https://en.wikipedia.org/wiki/Bensbach_Airport,
53,AYBK,medium_airport,Buka Airport,-5.422319889,154.6730042,11,OC,PG,PG-NSB,Buka Island,yes,AYBK,BUA,AYBK,,,https://en.wikipedia.org/wiki/Buka_Airport,
35180,AYBM,medium_airport,Balimo Airport,-8.050000191,142.9329987,51,OC,PG,PG-WPD,Balimo,yes,AYBM,OPU,AYBM,BLI,,https://en.wikipedia.org/wiki/Balimo_Airport,
301804,AYBQ,small_airport,Biangabip Airport,-5.526389,141.744583,1069,OC,PG,PG-WPD,Biangabip,no,AYBQ,BPK,AYBQ,BIP,,https://en.wikipedia.org/wiki/Biangabip_Airport,
46171,AYBU,small_airport,Bulolo Airport,-7.216286671,146.6495419,2240,OC,PG,PG-MPL,Bulolo,no,AYBU,BUL,AYBU,BUO,,https://en.wikipedia.org/wiki/Bulolo_Airport,
35147,AYCB,small_airport,Chungribu Airport,-4.80662,144.714996,108,OC,PG,PG-MPM,Chungribu,no,AYCB,CVB,AYCB,CBU,,https://ceb.wikipedia.org/wiki/Chungribu_Airport,
46172,AYCG,small_airport,Cape Gloucester Airport,-5.455231,148.422289,78,OC,PG,PG-WBK,Cape Gloucester,no,AYCG,CGC,AYCG,CPG,,https://en.wikipedia.org/wiki/Cape_Gloucester_Airport,
54,AYCH,medium_airport,Chimbu Airport,-6.024290085,144.970993,4974,OC,PG,PG-CPK,Kundiawa,yes,AYCH,CMU,AYCH,,,https://en.wikipedia.org/wiki/Chimbu_Airport,
55,AYDU,medium_airport,Daru Airport,-9.08676,143.207993,20,OC,PG,PG-WPD,Daru,yes,AYDU,DAU,AYDU,,,https://en.wikipedia.org/wiki/Daru_Airport,
46174,AYEE,small_airport,Emirau Airport,-1.653949991,149.9757667,172,OC,PG,PG-NIK,Emirau Island,no,AYEE,EMI,AYEE,ERU,,https://en.wikipedia.org/wiki/Emirau_Airport,
302537,AYEF,small_airport,Efogi Airport,-9.153805556,147.6598056,3900,OC,PG,PG-CPM,Efogi,no,AYEF,EFG,AYEF,EFO,,https://en.wikipedia.org/wiki/Efogi_Airport,
301979,AYET,small_airport,Bosset Airport,-7.237257,141.1063222,80,OC,PG,PG-WPD,Bosset,yes,AYET,BOT,AYET,BST,,https://en.wikipedia.org/wiki/Bosset_Airport,Boset
307150,AYFA,small_airport,Fane Airport,-8.549277778,147.0858333,4500,OC,PG,PG-CPM,Fane Mission,no,AYFA,FNE,AYFA,FANE,,https://en.wikipedia.org/wiki/Fane_Airport,
46177,AYFI,small_airport,Finschhafen Airport,-6.621750109,147.85405,60,OC,PG,PG-MPL,Buki,no,AYFI,FIN,AYFI,FIN,,https://en.wikipedia.org/wiki/Finschhafen_Airport,
307757,AYFR,small_airport,Frieda River Airport,-4.610468,141.960138,217,OC,PG,PG-ESW,Frieda River,no,AYFR,FAQ,AYFR,FRR,,https://en.wikipedia.org/wiki/Frieda_River_Airport,
56,AYGA,medium_airport,Goroka Airport,-6.081689835,145.3919983,5282,OC,PG,PG-EHG,Goronka,yes,AYGA,GKA,AYGA,,,https://en.wikipedia.org/wiki/Goroka_Airport,
307735,AYGJ,small_airport,Guasopa Airport,-9.225918,152.944352,10,OC,PG,PG-MBA,Woodlark (Muyua) Island,no,AYGJ,GAZ,AYGJ,GPA,,https://en.wikipedia.org/wiki/Guasopa_Airport,"Woodlark Airfield, Narewa Airfield"
57,AYGN,medium_airport,Gurney Airport,-10.3114996,150.3339996,88,OC,PG,PG-MBA,Gurney,yes,AYGN,GUR,AYGN,,,https://en.wikipedia.org/wiki/Gurney_Airport,
307709,AYGP,small_airport,Gusap Airport,-6.053196,145.959047,1504,OC,PG,PG-MPL,Gusap,no,AYGP,GAP,AYGP,GSP,,https://en.wikipedia.org/wiki/Gusap_Airport,
58,AYGR,medium_airport,Girua Airport,-8.80453968,148.3090057,311,OC,PG,PG-NPP,Popondetta,yes,AYGR,PNP,AYGR,,,https://en.wikipedia.org/wiki/Girua_Airport,
31542,AYGT,small_airport,Gasmata Island Airport,-6.271110058,150.3309937,23,OC,PG,PG-WBK,Gasmata Island,yes,AYGT,GMI,AYGT,GMA,,https://en.wikipedia.org/wiki/Gasmata_Airport,
59,AYHK,medium_airport,Hoskins Airport,-5.463846,150.407327,66,OC,PG,PG-WBK,Kimbe,yes,AYHK,HKN,AYHK,,,https://en.wikipedia.org/wiki/Hoskins_Airport,
31669,AYIA,small_airport,Nissan Island Airport,-4.499720097,154.2259979,52,OC,PG,PG-NSB,Nissan Island,no,AYIA,IIS,AYIA,NIS,,https://en.wikipedia.org/wiki/Nissan_Island_Airport,
302264,AYIQ,small_airport,Aropa Airport,-6.305417,155.728139,20,OC,PG,PG-NSB,Kieta,yes,AYIQ,KIE,AYIQ,KIA,,https://en.wikipedia.org/wiki/Kieta_Airport,
35188,AYKA,small_airport,Losuia Airport,-8.505820274,151.0809937,27,OC,PG,PG-MBA,Losuia,yes,AYKA,LSA,AYKA,,,https://en.wikipedia.org/wiki/Losuia_Airport,Formerly Kiriwina Airport
35183,AYKC,small_airport,Kandrian Airport,-6.19217,149.54783,280,OC,PG,PG-WBK,Kandrian,no,AYKC,KDR,AYKC,KDR,,https://en.wikipedia.org/wiki/Kandrian_Airport,
35185,AYKI,small_airport,Kiunga Airport,-6.125710011,141.2819977,88,OC,PG,PG-WPD,Kiunga,yes,AYKI,UNG,AYKI,,,https://en.wikipedia.org/wiki/Kiunga_Airport,
35184,AYKK,small_airport,Kikori Airport,-7.42438,144.250076,50,OC,PG,PG-GPK,Kikori,yes,AYKK,KRI,AYKK,,,https://en.wikipedia.org/wiki/Kikori_Airport,
60,AYKM,medium_airport,Kerema Airport,-7.963610172,145.7709961,10,OC,PG,PG-GPK,Kerema,yes,AYKM,KMA,AYKM,,,https://en.wikipedia.org/wiki/Kerema_Airport,
35186,AYKO,small_airport,Kokoda Airport,-8.884679,147.730957,1240,OC,PG,PG-NPP,Kokoda,no,AYKO,KKD,AYKO,KOK,,https://en.wikipedia.org/wiki/Kokoda_Airport,
61,AYKV,medium_airport,Kavieng Airport,-2.579400063,150.8079987,7,OC,PG,PG-NIK,Kavieng,yes,AYKV,KVG,AYKV,,,https://en.wikipedia.org/wiki/Kavieng_Airport,
31837,AYKY,small_airport,Londolovit Airport,-3.043610096,152.6289978,167,OC,PG,PG-NIK,Londolovit,yes,AYKY,LNV,AYKY,,,https://en.wikipedia.org/wiki/Lihir_Island_Airport,"Lihir Island, Kunaye"
62,AYMD,medium_airport,Madang Airport,-5.207079887,145.7890015,20,OC,PG,PG-MPM,Madang,yes,AYMD,MAG,AYMD,,,https://en.wikipedia.org/wiki/Madang_Airport,
63,AYMH,medium_airport,Mount Hagen Kagamuga Airport,-5.828212,144.299412,5388,OC,PG,PG-WHM,Mount Hagen,yes,AYMH,HGU,AYMH,,,https://en.wikipedia.org/wiki/Mount_Hagen_Airport,
64,AYMN,medium_airport,Mendi Airport,-6.14774,143.656998,5680,OC,PG,PG-SHM,Mendi,yes,AYMN,MDU,AYMN,,,https://en.wikipedia.org/wiki/Mendi_Airport,
65,AYMO,medium_airport,Momote Airport,-2.06189,147.423996,12,OC,PG,PG-MRL,Manus Island,yes,AYMO,MAS,AYMO,,,https://en.wikipedia.org/wiki/Momote_Airport,
31981,AYMR,small_airport,Moro Airport,-6.363329887,143.2380066,2740,OC,PG,PG-SHM,Moro,yes,AYMR,MXH,AYMR,,,https://en.wikipedia.org/wiki/Moro_Airport,
31911,AYMS,small_airport,Misima Island Airport,-10.6892004,152.8379974,26,OC,PG,PG-MBA,Misima Island,yes,AYMS,MIS,AYMS,,,https://en.wikipedia.org/wiki/Misima_Airport,
301834,AYNX,small_airport,Namatanai Airport,-3.6695,152.438,150,OC,PG,PG-NIK,Namatanai,no,AYNX,ATN,AYNX,NTI,,https://en.wikipedia.org/wiki/Namatanai_Airport,
66,AYNZ,medium_airport,Nadzab Airport,-6.569803,146.725977,239,OC,PG,PG-MPL,Lae,yes,AYNZ,LAE,AYNZ,,,https://en.wikipedia.org/wiki/Lae_Nadzab_Airport,MFO
35190,AYOB,small_airport,Obo Airport,-7.590622421,141.3242626,29,OC,PG,PG-WPD,Obo,yes,AYOB,OBX,AYOB,OBO,,https://en.wikipedia.org/wiki/Obo_Airport_(Papua_New_Guinea),
67,AYPY,large_airport,Port Moresby Jacksons International Airport,-9.443380356,147.2200012,146,OC,PG,PG-NCD,Port Moresby,yes,AYPY,POM,AYPY,,,https://en.wikipedia.org/wiki/Jacksons_International_Airport,
307446,AYSD,small_airport,Saidor Airport,-5.627138889,146.4627778,83,OC,PG,PG-MPM,Saidor,no,AYSD,SDI,AYSD,SDA,,https://en.wikipedia.org/wiki/Saidor_Airport,
307450,AYSK,small_airport,Sengapi Airstrip,-5.125833333,144.3236111,6242,OC,PG,PG-MPM,Sengapi,no,AYSK,SGK,AYSK,SNI,,https://en.wikipedia.org/w/index.php?title=Sangapi_Airport,Sangapi
309428,AYSS,small_airport,Sasereme Airport,-7.6217,142.868,121,OC,PG,PG-WPD,Sasereme,yes,AYSS,TDS,AYSS,,,https://en.wikipedia.org/wiki/Sasereme_Airport,
35191,AYSU,small_airport,Suki Airport,-8.0466,141.7222,24,OC,PG,PG-WPD,Suki,no,AYSU,SKC,AYSU,SUKI,,https://en.wikipedia.org/wiki/Suki_Airport,
32451,AYTA,small_airport,Tari Airport,-5.845,142.947998,5500,OC,PG,PG-HLA,Tari,yes,AYTA,TIZ,AYTA,,,https://en.wikipedia.org/wiki/Tari_Airport,
32425,AYTB,small_airport,Tabubil Airport,-5.280471,141.227576,1570,OC,PG,PG-WPD,Tabubil,yes,AYTB,TBG,AYTB,,,https://en.wikipedia.org/wiki/Tabubil_Airport,
42765,AYTE,small_airport,Telefomin Airport,-5.12608,141.641922,4950,OC,PG,PG-SAN,Telefomin,no,AYTE,TFM,AYTE,TLF,,https://en.wikipedia.org/wiki/Telefomin_Airport,
307594,AYTI,small_airport,Tapini Airport,-8.356666667,146.9891667,3100,OC,PG,PG-CPM,Tapini,yes,AYTI,TPI,AYTI,TAP,,https://en.wikipedia.org/wiki/Tapini_Airport,
68,AYTK,medium_airport,Tokua Airport,-4.34046,152.380005,49,OC,PG,PG-EBR,Kokopo,yes,AYTK,RAB,AYTK,,,https://en.wikipedia.org/wiki/Rabaul_Airport,
307593,AYTN,small_airport,Tekin Airport,-5.243667,142.165194,5785,OC,PG,PG-SAN,Tekin,no,AYTN,TKW,AYTN,TEK,,https://en.wikipedia.org/wiki/Tekin_Airport,
35192,AYTU,small_airport,Tufi Airport,-9.075954437,149.3198395,85,OC,PG,PG-NPP,Tufi,yes,AYTU,TFI,AYTU,TUFI,,https://en.wikipedia.org/wiki/Tufi_Airport,
301982,AYUI,small_airport,Buin Airport,-6.729166667,155.6833333,230,OC,PG,PG-NSB,Buin,no,AYUI,UBI,AYUI,BUIN,,https://en.wikipedia.org/wiki/Buin_Airport,"Kara Airfield, Toripoil Airfield"
69,AYVN,medium_airport,Vanimo Airport,-2.6926,141.3028,10,OC,PG,PG-SAN,Vanimo,yes,AYVN,VAI,AYVN,,,https://en.wikipedia.org/wiki/Vanimo_Airport,
70,AYWD,medium_airport,Wapenamanda Airport,-5.635293,143.892231,5889,OC,PG,PG-EPW,Wapenamanda,yes,AYWD,WBM,AYWD,,,https://en.wikipedia.org/wiki/Wapenamanda_Airport,
301652,AYWG,small_airport,Wanigela Airport,-9.3375,149.155556,53,OC,PG,PG-NPP,Wanigela,no,AYWG,AGL,AYWG,WGL,,https://en.wikipedia.org/wiki/Wanigela_Airport,
71,AYWK,medium_airport,Wewak International Airport,-3.583830118,143.6690063,19,OC,PG,PG-ESW,Wewak,yes,AYWK,WWK,AYWK,,,https://en.wikipedia.org/wiki/Wewak_International_Airport,
320097,AYWQ,small_airport,Wakunai Airport,-5.8603,155.2223,20,OC,PG,PG-NSB,Wakunai,no,AYWQ,WKN,AYWQ,WAI,,https://en.wikipedia.org/wiki/Wakunai_Airport,
307247,AYWT,small_airport,Woitape Airport,-8.545833,147.2525,5200,OC,PG,PG-CPM,Fatima Mission,no,AYWT,WTP,AYWT,WTP,,https://en.wikipedia.org/wiki/Woitape_Airport,
307290,AYWU,small_airport,Wau Airport,-7.345556,146.718611,3600,OC,PG,PG-MPL,Wau,no,AYWU,WUG,AYWU,WAU,,"https://en.wikipedia.org/wiki/Wau_Airport,_Papua_New_Guinea",
35193,AYXP,small_airport,Wipim Airport,-8.78822,142.882004,173,OC,PG,PG-WPD,Wipim,no,AYXP,WPM,AYXP,WPM,,https://en.wikipedia.org/wiki/Wipim_Airport,
31697,BGAA,medium_airport,Aasiaat Airport,68.721802,-52.784698,74,NA,GL,GL-QK,Aasiaat,yes,BGAA,JEG,BGAA,,http://airgreenland.com/om_rejsen/efter_rejsen/din_destination_/aasiaat/,https://en.wikipedia.org/wiki/Aasiaat_Airport,"Mittarfik Aasiaat, Aasiaat Lufthavn, Egedesminde"
113,BGBW,medium_airport,Narsarsuaq Airport,61.1605,-45.425999,112,NA,GL,GL-KU,Narsarsuaq,yes,BGBW,UAK,BGBW,,,https://en.wikipedia.org/wiki/Narsarsuaq_Airport,Mittarfik Narsarsuaq
30839,BGCO,small_airport,Neerlerit Inaat Airport,70.743103,-22.650499,45,NA,GL,GL-SE,Neerlerit Inaat,yes,BGCO,CNP,BGCO,,,https://en.wikipedia.org/wiki/Nerlerit_Inaat_Airport,"Constable Point, Mittarfik Nerlerit Inaat, Constable Pynt Lufthavn"
114,BGGH,medium_airport,Nuuk Airport,64.191066,-51.67914,283,NA,GL,GL-SE,Nuuk,yes,BGGH,GOH,BGGH,,,https://en.wikipedia.org/wiki/Nuuk_Airport,"Godthåb, Nuussuaq, Mittarfik Nuuk, Nuuk International"
31694,BGJN,medium_airport,Ilulissat Airport,69.243202,-51.057098,95,NA,GL,GL-AV,Ilulissat,yes,BGJN,JAV,BGJN,,,https://en.wikipedia.org/wiki/Ilulissat_Airport,"Mittarfik Ilulissat, Ilulissat Lufthavn, Jakobshavn"
31786,BGKK,medium_airport,Kulusuk Airport,65.573601,-37.1236,117,NA,GL,GL-SE,Kulusuk,yes,BGKK,KUS,BGKK,,,https://en.wikipedia.org/wiki/Kulusuk_Airport,"Kap Dan, BGKD"
31711,BGMQ,small_airport,Maniitsoq Airport,65.412498,-52.9394,91,NA,GL,GL-QA,Maniitsoq,yes,BGMQ,JSU,BGMQ,,,https://en.wikipedia.org/wiki/Maniitsoq_Airport,"Mittarfik Maniitsoq, Sukkertoppen"
44065,BGPT,small_airport,Paamiut Airport,62.014736,-49.670937,120,NA,GL,GL-SE,Paamiut,yes,BGPT,JFR,BGPT,,,https://en.wikipedia.org/wiki/Paamiut_Airport,"Mittarfik Paamiut, Frederikshåb"
32004,BGQQ,small_airport,Qaanaaq Airport,77.488602,-69.388702,51,NA,GL,GL-AV,Qaanaaq,yes,BGQQ,NAQ,BGQQ,,,https://en.wikipedia.org/wiki/Qaanaaq_Airport,"Mittarfik Qaanaaq, Thule"
31700,BGSS,medium_airport,Sisimiut Airport,66.951302,-53.729301,33,NA,GL,GL-QA,Sisimiut,yes,BGSS,JHS,BGSS,,https://www.mit.gl/en/todays-flights/airports/sisimiut-airport/,https://en.wikipedia.org/wiki/Sisimiut_Airport,
31713,BGUK,small_airport,Upernavik Airport,72.790199,-56.1306,414,NA,GL,GL-AV,Upernavik,yes,BGUK,JUV,BGUK,,,https://en.wikipedia.org/wiki/Upernavik_Airport,Mittarfik Upernavik
31709,BGUQ,small_airport,Qaarsut Airport,70.7342,-52.696201,289,NA,GL,GL-AV,Uummannaq,yes,BGUQ,JQA,BGUQ,,,https://en.wikipedia.org/wiki/Qaarsut_Airport,
117,BIAR,medium_airport,Akureyri Airport,65.656573,-18.072018,6,EU,IS,IS-6,Akureyri,yes,BIAR,AEY,BIAR,,https://www.isavia.is/en/akureyri-airport,https://en.wikipedia.org/wiki/Akureyri_Airport,
118,BIBD,small_airport,Bildudalur Airport,65.641296,-23.5462,18,EU,IS,IS-4,Bildudalur,no,BIBD,BIU,BIBD,,,https://en.wikipedia.org/wiki/B%C3%ADldudalur_Airport,
30771,BIBL,small_airport,Blönduós Airport,65.644997,-20.2875,131,EU,IS,IS-5,Blönduós,no,BIBL,BLO,BIBL,,,https://en.wikipedia.org/wiki/Bl%C3%B6ndu%C3%B3s_Airport,
30807,BIBV,small_airport,Breiðdalsvík Airport,64.790037,-14.043927,8,EU,IS,IS-7,Breiðdalsvík,no,BIBV,BXV,BIBV,,,https://en.wikipedia.org/wiki/Brei%C3%B0dalsv%C3%ADk_Airport,
30922,BIDV,small_airport,Djúpivogur Airport,64.642372,-14.277297,9,EU,IS,IS-7,Djúpivogur,no,BIDV,DJU,BIDV,,,https://en.wikipedia.org/wiki/Dj%C3%BApivogur_Airport,
119,BIEG,medium_airport,Egilsstaðir Airport,65.28330231,-14.40139961,76,EU,IS,IS-7,Egilsstaðir,yes,BIEG,EGS,BIEG,,,https://en.wikipedia.org/wiki/Egilssta%C3%B0ir_Airport,
31058,BIFF,small_airport,Fáskrúðsfjörður Airport,64.931456,-14.047957,15,EU,IS,IS-7,Fáskrúðsfjörður,no,BIFF,FAS,BIFF,,,https://en.wikipedia.org/wiki/F%C3%A1skr%C3%BA%C3%B0sfj%C3%B6r%C3%B0ur_Airport,Faskrudsfjordur
31041,BIFM,small_airport,Fagurhólsmýri Airport,63.874699,-16.6411,56,EU,IS,IS-7,Fagurhólsmýri,no,BIFM,FAG,BIFM,,,https://en.wikipedia.org/wiki/Fagurh%C3%B3lsm%C3%BDri_Airport,
31559,BIGF,small_airport,Grundarfjörður Airport,64.991402,-23.224701,17,EU,IS,IS-3,Grundarfjörður,no,BIGF,GUU,BIGF,,,https://en.wikipedia.org/wiki/Grundarfj%C3%B6r%C3%B0ur_Airport,
31531,BIGJ,small_airport,Gjögur Airport,65.9953,-21.3269,83,EU,IS,IS-4,Gjögur,no,BIGJ,GJR,BIGJ,,,https://en.wikipedia.org/wiki/Gj%C3%B6gur_Airport,
31549,BIGR,small_airport,Grímsey Airport,66.5458,-18.0173,66,EU,IS,IS-6,Grímsey,yes,BIGR,GRY,BIGR,,,https://en.wikipedia.org/wiki/Gr%C3%ADmsey_Airport,
31656,BIHK,small_airport,Hólmavík Airport,65.704697,-21.6964,90,EU,IS,IS-4,Hólmavík,no,BIHK,HVK,BIHK,,,https://en.wikipedia.org/wiki/H%C3%B3lmav%C3%ADk_Airport,
120,BIHN,medium_airport,Hornafjörður Airport,64.295601,-15.2272,24,EU,IS,IS-8,Höfn,yes,BIHN,HFN,BIHN,,,https://en.wikipedia.org/wiki/Hornafj%C3%B6r%C3%B0ur_Airport,
121,BIHU,medium_airport,Húsavík Airport,65.952301,-17.426001,48,EU,IS,IS-6,Húsavík,yes,BIHU,HZK,BIHU,,,https://en.wikipedia.org/wiki/H%C3%BAsav%C3%ADk_Airport,
122,BIIS,medium_airport,Ísafjörður Airport,66.058098,-23.1353,8,EU,IS,IS-4,Ísafjörður,yes,BIIS,IFJ,BIIS,,https://www.isavia.is/en/isafjordur-airport,https://en.wikipedia.org/wiki/%C3%8Dsafj%C3%B6r%C3%B0ur_Airport,
123,BIKF,large_airport,Keflavik International Airport,63.985001,-22.6056,171,EU,IS,IS-2,Reykjavík,yes,BIKF,KEF,BIKF,,https://www.isavia.is/en/keflavik-airport,https://en.wikipedia.org/wiki/Keflav%C3%ADk_International_Airport,"Keflavik Naval Air Station,REK"
32121,BIKP,small_airport,Kópasker Airport,66.310799,-16.4667,20,EU,IS,IS-6,Kópasker,no,BIKP,OPA,BIKP,,,https://en.wikipedia.org/wiki/K%C3%B3pasker_Airport,
32246,BIKR,small_airport,Sauðárkrókur Airport,65.73169708,-19.57279968,8,EU,IS,IS-5,Sauðárkrókur,no,BIKR,SAK,BIKR,,,https://en.wikipedia.org/wiki/Sau%C3%B0%C3%A1rkr%C3%B3kur_Airport,
